SubjectID$ID	Week sample obtained$clinical	s__Prevotella_copri$taxa	s__Faecalibacterium_prausnitzii$taxa	s__Bacteroides_uniformis$taxa	s__Bacteroides_stercoris$taxa	s__Escherichia_coli$taxa	s__Roseburia_intestinalis$taxa	s__Bacteroides_vulgatus$taxa	s__Bacteroides_fragilis$taxa	s__Eubacterium_rectale$taxa	s__Akkermansia_muciniphila$taxa	s__Klebsiella_pneumoniae$taxa	s__Subdoligranulum_unclassified$taxa	s__Bacteroides_ovatus$taxa	s__Bacteroides_dorei$taxa	s__Bacteroides_eggerthii$taxa	s__Bacteroides_caccae$taxa	s__Haemophilus_parainfluenzae$taxa	s__Eubacterium_siraeum$taxa	s__Dialister_invisus$taxa	s__Bacteroides_cellulosilyticus$taxa	s__Bacteroides_massiliensis$taxa	s__Alistipes_putredinis$taxa	s__Parabacteroides_distasonis$taxa	s__Escherichia_unclassified$taxa	s__C2likevirus_unclassified$taxa	s__Alistipes_onderdonkii$taxa	s__Bacteroides_thetaiotaomicron$taxa	s__Parabacteroides_unclassified$taxa	s__Ruminococcus_gnavus$taxa	s__Parabacteroides_merdae$taxa	s__Veillonella_unclassified$taxa	s__Sutterella_wadsworthensis$taxa	s__Veillonella_parvula$taxa	s__Bacteroides_faecis$taxa	s__Clostridium_hathewayi$taxa	s__Peptostreptococcaceae_noname_unclassified$taxa	s__Bifidobacterium_adolescentis$taxa	s__Barnesiella_intestinihominis$taxa	s__Ruminococcus_bromii$taxa	s__Oscillibacter_unclassified$taxa	s__Clostridium_clostridioforme$taxa	s__Eubacterium_eligens$taxa	s__Roseburia_inulinivorans$taxa	s__Streptococcus_parasanguinis$taxa	s__Bacteroides_finegoldii$taxa	s__Ruminococcus_torques$taxa	s__Bacteroides_xylanisolvens$taxa	s__Bifidobacterium_longum$taxa	s__Veillonella_dispar$taxa	s__Alistipes_finegoldii$taxa	s__Clostridium_bolteae$taxa	s__Alistipes_shahii$taxa	s__Odoribacter_splanchnicus$taxa	s__Clostridium_leptum$taxa	s__Roseburia_hominis$taxa	s__Clostridium_symbiosum$taxa	s__Lachnospiraceae_bacterium_1_1_57FAA$taxa	s__Roseburia_unclassified$taxa	s__Clostridium_citroniae$taxa	s__Eubacterium_ventriosum$taxa	s__Pseudomonas_unclassified$taxa	s__Ruminococcus_lactaris$taxa	s__Bilophila_unclassified$taxa	s__Dorea_longicatena$taxa	s__Veillonella_atypica$taxa	s__Flavonifractor_plautii$taxa	s__Collinsella_aerofaciens$taxa	s__Streptococcus_salivarius$taxa	s__Eubacterium_hallii$taxa	s__Ruminococcus_callidus$taxa	s__Lachnospiraceae_bacterium_3_1_46FAA$taxa	s__Burkholderiales_bacterium_1_1_47$taxa	s__Coprobacillus_unclassified$taxa	s__Parasutterella_excrementihominis$taxa	s__Ruminococcus_obeum$taxa	s__Propionibacterium_acnes$taxa	s__Streptococcus_thermophilus$taxa	s__Coprococcus_comes$taxa	s__Eubacterium_ramulus$taxa	s__Mitsuokella_unclassified$taxa	s__Lachnospiraceae_bacterium_8_1_57FAA$taxa	s__Ruminococcaceae_bacterium_D16$taxa	s__Lachnospiraceae_bacterium_3_1_57FAA_CT1$taxa	s__Lachnospiraceae_bacterium_2_1_58FAA$taxa	s__Dorea_formicigenerans$taxa	s__Bilophila_wadsworthia$taxa	s__Coprococcus_catus$taxa	s__Anaerostipes_hadrus$taxa	s__Lachnospiraceae_bacterium_7_1_58FAA$taxa	s__Lachnospiraceae_bacterium_5_1_63FAA$taxa	s__Clostridiales_bacterium_1_7_47FAA$taxa	s__Clostridium_asparagiforme$taxa	s__Clostridium_bartlettii$taxa	s__Holdemania_filiformis$taxa	s__Anaerotruncus_colihominis$taxa	s__Clostridiaceae_bacterium_JC118$taxa	s__Erysipelotrichaceae_bacterium_6_1_45$taxa	s__Holdemania_unclassified$taxa	s__Dorea_unclassified$taxa	s__Anaerotruncus_unclassified$taxa	s__Eggerthella_unclassified$taxa	m__HMDB00764$metabolite	m__HMDB00511$metabolite	m__HMDB00197$metabolite	m__HMDB00806$metabolite	m__HMDB00626$metabolite	m__HMDB00619$metabolite	m__HMDB00637$metabolite	m__HMDB00138$metabolite	m__HMDB00036$metabolite	m__HMDB01895$metabolite	m__HMDB00020$metabolite	m__HMDB10169$metabolite	m__HMDB00067$metabolite	m__HMDB02123$metabolite	m__HMDB00510$metabolite	m__HMDB00452$metabolite	m__HMDB11718$metabolite	m__HMDB00873$metabolite	m__HMDB01232$metabolite	m__HMDB00448$metabolite	m__HMDB00019$metabolite	m__HMDB00039$metabolite	m__HMDB00482$metabolite	m__HMDB00094$metabolite	m__HMDB01547$metabolite	m__HMDB00365$metabolite	m__HMDB00174$metabolite	m__HMDB00139$metabolite	m__HMDB00118$metabolite	m__HMDB00195$metabolite	m__HMDB00156$metabolite	m__HMDB02329$metabolite	m__HMDB00209$metabolite	m__HMDB00244$metabolite	m__HMDB00247$metabolite	m__HMDB00956$metabolite	m__HMDB00251$metabolite	m__HMDB00262$metabolite	m__HMDB00289$metabolite	m__HMDB00296$metabolite	m__HMDB00098$metabolite	m__HMDB00089$metabolite	m__HMDB00725$metabolite	m__HMDB00715$metabolite	m__HMDB00870$metabolite	m__HMDB00043$metabolite	m__HMDB00097$metabolite	m__HMDB01257$metabolite	m__HMDB00562$metabolite	m__HMDB00630$metabolite	m__HMDB00101$metabolite	m__HMDB00014$metabolite	m__HMDB01149$metabolite	m__HMDB00699$metabolite	m__HMDB00056$metabolite	m__HMDB00194$metabolite	m__HMDB00222$metabolite	m__HMDB01169$metabolite	m__HMDB03464$metabolite	m__HMDB01991$metabolite	m__HMDB00030$metabolite	m__HMDB02322$metabolite	m__HMDB00063$metabolite	m__HMDB00128$metabolite	m__HMDB04193$metabolite	m__HMDB00812$metabolite	m__HMDB03357$metabolite	m__HMDB04610$metabolite	m__HMDB00239$metabolite	m__HMDB00269$metabolite
49	14	0.000182521	0.192415432	0.075268079	0.037190346	0.020179563	0.000453527	0.062708899	0	0.049258627	0.004601627	2.03E-06	0.036791334	0.020033206	0.001031411	0.139116598	0.047728267	0.000293238	0	0.002124754	0	3.45E-05	0.012780342	8.83E-05	1.92E-05	0.002743745	0.041171818	0.007031739	0.002727012	0.002474321	0.076717673	0.002520573	1.20E-05	0.000952517	0	0.001545648	0.000186986	0.00199947	4.38E-08	0	0.005553339	6.26E-06	0.006222655	0.001833555	0.000866671	0.020125244	0.003613003	0.000391975	0.002915987	7.24E-05	0.015384359	0.000765913	0	0	0.003024519	0.002446871	0.001169898	0.002816582	0.000180728	4.24E-05	0.004405499	2.26E-05	0	0.013427735	0.003428012	4.05E-05	0.00131317	0.00316205	0.000384477	0.001690798	0	0.001015173	0.001781713	6.56E-07	0.001121591	0.001601613	0.000191369	0	0.002103755	0	2.66E-05	0	0.002502569	0.000838375	6.26E-05	0.001211691	0.000127511	0	0	0.001918621	3.41E-05	2.81E-05	0.000166721	0.000254714	0.000367045	0.000952365	0.000355222	6.92E-05	8.52E-07	0	0.000103473	7.88E-06	0	0	1.78E-06	0.00141863	0.102416712	0.026239564	0.016674765	0.020266768	0.034370218	7.09E-05	0.000228725	0.000615449	0.002820246	4.89E-05	0.000821419	0.000129115	0.001147508	0.00051123	0.000305243	0.000222608	4.66E-06	0.004703839	0	0	0.000297036	0.006171508	0.000791025	0.000241331	5.26E-05	0.00061458	0.000133995	0.002804813	0.000364172	0.000110857	0.000511858	0.000244265	0.001906751	0.000892364	0.032099309	0.002118352	0.000334057	0.028812536	7.54E-05	0.000299084	0.000763504	0	0.002556486	0.611909676	0	0.000297605	0.471937494	0.011904995	0.013378047	0.000259726	0.007593024	3.69E-05	0.003889468	4.92E-06	0.000764073	0.151688023	0.169033227	0.235803859	4.75E-05	0.000227097	0.003691132	0	1.30E-05	0.088659076	0.15136153	0.026879179
49	16	0.000140822	0	0.002601327	0.02632316	0.059507385	9.64E-05	0.016121349	0.595973766	0	0.003338415	0	0.019764913	0.015866285	0.001179021	0.000297198	0.052982378	3.03E-05	0	0.000366915	0	2.32E-05	0.023326345	6.66E-05	0	0.00194838	0.029582787	0.006150231	0.002129625	0.00284919	0.017204579	0.00154078	1.19E-05	0.000955155	0	0.001399368	0.000160839	0	0	0.00981446	0.005186599	4.02E-06	0.005546765	0.002858453	0.000885387	0.01193357	0.003706615	0.000391537	0.003188106	0	0.011701473	0.000563835	0	0	0.002598302	0.00244705	0.000829581	0.002273102	0.000159892	0	0.003193576	1.73E-05	0	0.003450823	0.002815081	1.30E-05	0.001248152	0.002678003	0.000235192	0.000854605	0	0.002510958	0	1.56E-05	0	0.001324347	0.000139892	7.21E-05	0.001691372	0	3.63E-05	0	0.002635924	0.000729195	5.06E-05	0.001247902	7.94E-05	0	0	0.001785094	1.42E-05	1.57E-06	0.000118787	0.000258435	8.09E-05	0.000777509	0.000328714	0	1.14E-06	0	8.98E-05	1.33E-05	0	0	2.53E-06	0.002538305	0.076909807	0.028792967	0.018449137	0.022208665	0.038548711	8.64E-05	0.000351834	0.001056618	0.002891855	3.42E-05	0.000664643	0.000126329	0.001111335	0.000511093	0.000321498	0.000181446	4.82E-06	0.005083907	0	3.95E-05	0.000383675	0.006662571	0.000701495	0.000220833	4.84E-05	0.000733682	0.00015138	0.004018015	0.000349824	0.000120307	0.000662282	0.000385823	0.002524319	0.000728001	0.049601648	0.002490337	0.000388081	0.034008415	9.95E-05	0.000407533	0.000848671	0.000305278	0.003005657	0.789232651	0.003981871	0.000354905	0.377577459	0.011824571	0.017833727	0.000361399	0.015785034	8.88E-05	0.004969948	5.30E-06	0.000699837	0.250968025	0.202925632	0.180115653	5.84E-05	0.003885316	0.004609704	0	1.66E-05	0.140004768	0.184844322	0.024697398
49	18	0.000130629	0.092002025	0.051379159	0.067417586	0.035470833	0	0.015857578	0.20283829	0.015720831	0.003436673	0	0.043798498	0.020484438	0.001573303	0.110166781	0.044234281	2.09E-05	0	0	0	1.97E-05	0.047201216	6.00E-05	0	0.000887737	0.044241974	0.007179558	0.002097469	0.003777591	0.04196788	0.000468921	1.46E-05	0.001202526	0	0.001715105	0.000169905	0	0	0.023931659	0.006599692	2.82E-06	0.006353296	0.004477893	0.001254966	0.010396081	0.005535044	0.000496347	0.004328041	0	0.013208848	0.000598717	0	0	0.003300767	0.003190427	0.000743328	0.002475399	0.000203224	0	0.003251919	1.80E-05	0	0	0.003470322	2.29E-06	0.001564549	0.003047195	0.000312511	0.000415689	0	0.004413445	0	3.19E-05	0	0.001482917	0.00012875	0.000282178	0.001872553	0	6.35E-05	0	0.00419983	0.000895828	5.51E-05	0.001591537	6.95E-05	0	0	0.002236835	2.75E-06	0	0.000129286	0.000332049	0	0.000839274	0.000440863	0	3.22E-06	7.71E-05	0.000128087	2.09E-05	0.000226451	0.000243282	3.61E-06	0.005056314	0.054251963	0.031309645	0.019782008	0.023607312	0.041761711	0.000100415	0.000471573	0.002533748	0.002959731	2.15E-05	0.000596544	0.000126478	0.001107257	0.00051017	0.000330869	0.000190202	4.93E-06	0.005622196	0.00071673	0.000104082	0.000466312	0.006990109	0.000631496	0.000204033	4.70E-05	0.000842006	0.000168508	0.005308868	0.000355682	0.000130631	0.00083697	0.000517583	0.003139292	0.000602739	0.068193442	0.002824173	0.000445332	0.038473434	0.000120871	0.000540973	0.000930375	0.002705449	0.0034589	1.625025773	0.0086867	0.000406382	0.394867963	0.011669465	0.021860568	0.000458657	0.025122286	0.000145496	0.005967132	7.20E-06	0.000638486	0.404240699	0.234130485	0.265028416	6.87E-05	0.007460364	0.005407564	2.74E-06	2.11E-05	0.189469742	0.214050764	0.022895928
49	20	5.72E-05	0.016769107	0.221375126	0.041195575	0	0	0.034640868	0.010885897	0.009895241	0.002540197	0	0.017203609	0.017597552	0.001049307	0.325353628	0.03043429	0.000144043	0	0	0	1.03E-05	0.047655851	2.52E-05	5.09E-05	0	0.032884811	0.005028761	0.001137216	0.002498759	0.040668327	0	9.86E-06	0.000827827	0	0.001291033	9.08E-05	0	0	0.017053964	0.005199491	6.22E-07	0.004130918	0.003307628	0.00110371	0.027901406	0.004751484	0.000353678	0.003252513	0	0.01185876	0.000459685	0	0	0.002806609	0.002320495	0.000383969	0.001673182	0.000169265	0	0.002268092	1.23E-05	0	0.003404103	0.003049257	4.58E-06	0.001158035	0.002097156	0.000425709	0.00010742	0	0.003404538	0	2.54E-05	0	0.001039285	6.52E-05	0.000455206	0.001340235	0	6.56E-05	0.000282285	0.0043941	0.000719218	3.67E-05	0.001091709	5.13E-05	0	0	0.00170066	0	0	0.000109634	0.000240281	0	0.000543942	0.000387271	0	5.28E-06	0.000171143	0.000135487	1.50E-05	0.000845587	0.000774033	4.71E-06	0.00895346	0.032224423	0.030403669	0.018760851	0.02220031	0.039885958	0.000102989	0.000529878	0.005198352	0.0027488	9.98E-06	0.000584968	0.000119805	0.00105192	0.000464451	0.000302431	0.000252525	4.52E-06	0.005872222	0.00209729	0.000148878	0.00050019	0.006491066	0.000537149	0.000176002	4.52E-05	0.000857758	0.000169582	0.006012575	0.000357732	0.000130638	0.000938906	0.000576523	0.003440353	0.000487563	0.079555807	0.002845029	0.000464218	0.038330504	0.00012683	0.000648564	0.000919664	0.006392358	0.003592125	2.564849186	0.011911162	0.000411533	0.443831978	0.010421911	0.023154244	0.000497515	0.03289811	0.000186549	0.006261042	1.05E-05	0.000529062	0.529268731	0.239818112	0.424222174	7.09E-05	0.009742991	0.005535867	7.97E-06	2.48E-05	0.213062471	0.217569535	0.019655707
49	22	6.66E-06	0.061493217	0.018542941	0.122484374	0.028339251	0.000131267	0.059171732	1.86E-05	0.076151379	0.003673424	0	0.061829698	0.021141623	0.000649834	0.090533777	0.052729958	0.000400547	0	0	0	1.07E-05	0.115849551	1.73E-06	0.000248034	0	0.026039336	0.005241074	0.00076818	0.001549756	0.04366284	0	8.15E-06	0.000698441	0	0.001501797	3.76E-05	0	0	0.03662698	0.006391436	0	0.003588334	0.002249095	0.001500449	0.036885006	0.005335982	0.000334815	0.003211744	0	0.018100236	0.000677771	0	0	0.003943909	0.002128005	0.000312646	0.001808586	0.000231357	0	0.002927209	1.48E-05	0	0.021777738	0.004748129	2.68E-05	0.001245945	0.002171201	0.000989382	0.000375563	0	0.002329185	0	1.54E-05	0	0.001178767	4.22E-05	0.000960244	0.001624891	0	0.000101951	0.000965565	0.00729598	0.000959638	3.81E-05	0.000881888	9.32E-05	0	0	0.001957111	2.58E-06	0	0.000181014	0.000233406	0	0.000535418	0.00055327	0	1.18E-05	0.000402139	0.000244533	9.10E-06	0.001619949	0.001406689	5.36E-06	0.013346668	0.015419283	0.024073331	0.014454606	0.016940561	0.030812812	8.73E-05	0.000473109	0.008566872	0.002140632	2.29E-06	0.000615312	0.000102346	0.000911432	0.000358858	0.000224269	0.000359471	3.41E-06	0.005513898	0.003701785	0.000148339	0.000449463	0.004881468	0.000417417	0.000135264	4.17E-05	0.000726376	0.000144602	0.005498094	0.000342351	0.000113678	0.000877223	0.000505918	0.003158422	0.000398144	0.07522188	0.002377222	0.000414424	0.031178433	0.000107751	0.000671879	0.000763859	0.010619775	0.003173194	2.891242577	0.011704272	0.00034371	0.445215459	0.007778041	0.019929965	0.000432384	0.035421139	0.000187438	0.005385179	1.45E-05	0.000368737	0.529789304	0.204411105	0.559454121	5.98E-05	0.009296914	0.004618927	1.39E-05	2.57E-05	0.188616067	0.181162969	0.014705363
49	24	0	0.048166746	0.11711538	0.006836591	0.037817749	0.000418213	0.036858126	0.001039015	3.29E-05	0.004264358	2.99E-05	0.056097076	0.01084623	0	0.436975283	0.027855867	0.00048657	0	0.000210328	0	1.20E-05	0.029426077	0	0.000442682	0.000188604	0.036084953	0.00342765	0.000158355	0	0.023456185	0.000687075	1.74E-06	0.000147975	0	0.00116897	0	0.001009318	1.76E-07	0	0.005314395	0	0.001402452	0	0.00135615	0.011711512	0.002686309	0.000144305	0.001431629	0.000103524	0.011985031	0.000781774	0	0	0.003867457	0.000637279	0.000227954	0.001397974	0.000221777	1.89E-05	0.003016336	1.42E-05	0	0.019989628	0.005362327	5.46E-05	0.000806312	0.001435805	0.001436006	0.001037811	8.30E-05	0	0.001519589	0	0.00102698	0.000965486	1.18E-05	0.001231258	0.00147996	0	0.000103748	0.001507372	0.008118172	0.000917261	2.70E-05	9.63E-05	0.000136332	0	7.65E-06	0.001458272	1.76E-05	2.10E-05	0.000223185	0.00010885	0.00026642	0.000352224	0.000547218	0.000109296	1.60E-05	0.000542864	0.000301482	0	0.002822145	0.002374781	6.41E-06	0.020524658	0.010145511	0.016636239	0.009701974	0.011189345	0.020514168	6.96E-05	0.000376644	0.014140003	0.001559105	3.79E-07	0.00080772	9.50E-05	0.000871565	0.000267669	0.000142178	0.000580772	2.28E-06	0.005597338	0.00614069	0.000120065	0.000395902	0.00314324	0.000366582	0.000112021	4.51E-05	0.000583166	0.000120787	0.00461789	0.000377297	0.000101777	0.000792567	0.000387783	0.002852435	0.000432278	0.066947149	0.001866122	0.000372141	0.022834052	8.29E-05	0.000724733	0.000607283	0.017169745	0.002788791	2.69924892	0.009485125	0.000266524	0.43314621	0.005373717	0.015726752	0.000334711	0.038304066	0.000174789	0.004301402	2.18E-05	0.000241982	0.457050978	0.165777258	0.713759934	4.58E-05	0.007347978	0.003506318	2.27E-05	2.84E-05	0.145751616	0.138417113	0.011260474
51	0	0.00096469	0.157587302	0.012904013	0	0.031554674	0.000378766	3.42E-05	0.014175555	0.114126976	0	0	0.032389008	0	0.053292188	0	0.009807434	0.006646659	0.001475506	0.004811979	0	0	0	0.005270364	0.006470728	0.000218195	0	0.000331264	0	0.000428821	0.001724953	0.004066323	0	0.00321064	0	0.001339877	0.000272807	0	0	0	0.001105677	0	0	0.002246958	0.016247647	0	0.003156271	2.47E-05	0.288377803	0.001632849	0	0.000242615	0.00275945	0	9.62E-05	0.003989895	0.001688524	4.09E-05	0.00145553	1.91E-05	0.02728207	0	0.001138128	0.000840183	0.00633359	0.001769883	0.001056532	0.018377725	0.037508715	9.77E-05	0	0.000191208	0.002479677	0	0.000664299	0.000756341	6.53E-05	6.18E-05	0.000702928	4.46E-05	0	0.000348753	0.003310385	3.66E-05	9.92E-05	0.000218114	1.88E-05	0	0.000246274	0.000720515	0.00038203	1.33E-06	1.10E-05	0.000138093	0.000324491	1.62E-05	0.000227812	1.48E-09	3.23E-07	8.65E-08	0	5.92E-06	0.000112307	3.59E-05	1.79E-05	0.005574164	0.021216176	0.037120569	0.003220782	0.001569771	0.008228101	0.000527583	0.000207468	0.001388467	0.002637184	0.000147856	0.003116878	0.000245153	0.001640887	0.000411527	5.78E-05	0.00154545	1.24E-05	0.005388223	0.000331865	0.000151697	4.64E-07	0.000784455	0.000351849	0.000171364	0.000145638	0.000945676	0.000213033	0.006953828	0.000257278	6.92E-05	0.001242708	0.000423578	0.006452334	0.000808805	0.052541645	0.004981315	0.000705304	0.02084458	5.04E-06	0.000500948	0.002280673	0.001128282	0.002891122	0.59528347	0.000914614	0.000201387	0.16353554	0.003074402	0.000112763	2.82E-05	0.088134311	0.000556993	0.00106493	2.91E-05	0.000932563	0.556086851	0.053186048	0.54271765	5.37E-05	0.003105724	0.00075608	4.68E-07	2.26E-05	0.207128639	0.039662382	0.033554894
51	2	0.000799658	0.061301143	0	0	0.022584519	0.003472098	3.23E-05	0.024052368	0.090788964	0	0	0.02632463	0.001862381	0.019788118	0	0.013508597	0.010300071	0.001201756	0.004153042	0	0	0	0.007010582	0.005509691	0.000327273	0	0.000288892	0	0.000530097	0	0.007726285	0	0.004180248	0	0.001656137	0.000551178	0	0	0	0.000904286	0	0	0.002193333	0.017464193	0	0.003572506	5.80E-05	0.243753169	0.001734302	0	0.000357475	0.00307575	0	0.000244075	0.000920951	0.002419608	3.78E-05	0	2.06E-05	0.012153383	0	0.000877035	0.000882942	0.00663715	0.001896844	0.000786489	0.038571884	0.092289525	0.000237208	0	0.00029279	0.002370235	0	0.000702388	0.000914616	0.000304744	0.000295935	0.00050637	9.51E-05	0	0.000646553	0.00264205	2.70E-05	0.000165005	0.000247592	1.17E-05	0	0.000367546	0.000556751	0.000610128	3.25E-06	3.38E-05	9.67E-05	0.000231479	4.32E-05	0.000320942	0	1.18E-06	0	0	2.16E-05	0.000127893	3.38E-05	1.67E-05	0.005504378	0.02530696	0.0303456	0.004520345	0.002761319	0.013403892	0.000547215	0.000241657	0.001439112	0.002202118	0.000153694	0.003353811	0.000279605	0.001501608	0.000348026	6.24E-05	0.001511057	1.51E-05	0.005572888	0.000422253	0.000159677	7.42E-07	0.000868306	0.000358483	0.000204716	0.000133363	0.000925781	0.000198099	0.005547316	0.000278005	7.93E-05	0.001237054	0.000396831	0.00527417	0.000816478	0.072678729	0.004498694	0.000638368	0.020529965	9.72E-06	0.000456758	0.002796902	0.001228092	0.003309292	0.664677098	0.001854236	0.000197361	0.1697501	0.002983977	0.00120726	3.31E-05	0.073874472	0.000438629	0.001179393	2.94E-05	0.000768779	0.625267331	0.045783077	0.258100388	6.12E-05	0.003013338	0.000702837	3.58E-07	2.08E-05	0.176006036	0.034849892	0.034162606
51	4	0.000611484	0.164298195	0.055668479	0.086042658	0.015081543	0.005527505	3.11E-05	0.035036991	0.053441957	0	0	0.019885714	0.096605718	0.004097672	0	0.027390468	0.013220057	0.000915024	0.003390156	0	0	0	0.008386676	0.004364345	0.000400832	0	0.000235485	0	0.000585425	0	0.011787834	0	0.004763038	0	0.001826582	0.000753889	0	0	0	0.000716536	0	0	0.002036478	0.014549643	0	0.003740065	8.55E-05	0.031732014	0.001716148	0	0.000437059	0.003232993	0	0.0003575	0	0.002899452	3.33E-05	0.003937239	2.09E-05	0.005473698	0	0.000600879	0.000906456	0.006536547	0.001893103	0.000531397	0.032923163	0.069432483	0.000341828	0	0.000362185	0.002153596	0	0.000692434	0.001006658	0.000501334	0.000484737	0.000349704	0.000132897	0	0.000869029	0.001985002	1.77E-05	0.000210847	0.000280743	7.03E-06	0	0.000449908	0.000396728	0.000767597	4.68E-06	5.17E-05	5.81E-05	0.000143966	6.49E-05	0.000386557	0	1.84E-06	0	0	3.36E-05	0.000149653	3.32E-05	1.65E-05	0.00566237	0.030424776	0.025778168	0.005894415	0.003965642	0.018702714	0.000584966	0.000297048	0.001586233	0.001916904	0.000166061	0.00372345	0.000330235	0.001445774	0.000305207	6.83E-05	0.001542375	1.84E-05	0.005974715	0.000520355	0.00017299	1.02E-06	0.000969282	0.000388301	0.0002433	0.000130505	0.00094193	0.000193723	0.004923122	0.000308212	9.13E-05	0.001283638	0.000395847	0.004415454	0.000858652	0.093674994	0.004239647	0.000605054	0.021118992	1.56E-05	0.000438481	0.003410725	0.001383145	0.003824817	0.706786397	0.002883247	0.000201985	0.181918186	0.003044005	0.002526417	3.89E-05	0.063950749	0.000350322	0.001336813	3.11E-05	0.000650648	0.674692565	0.041667543	0.121164626	7.08E-05	0.003068606	0.000683084	2.81E-07	2.03E-05	0.15556146	0.032374351	0.036032485
51	6	0.000443606	0.178396056	0.13530154	0.13629254	0.011397332	0.006592683	3.13E-05	0.041970732	0.025184202	0	0	0.015456867	0.18770007	0.006883925	0	0.042373301	0.01525693	0.000677773	0.002724828	0	0	0	0.009389771	0.003322464	0.000445349	0	0.000185664	0	0.000610008	0.011653458	0.01557264	0	0.005067917	0	0.001899265	0.000886259	0	0	0	0.000583212	0	0	0.00186533	0.010373227	0	0.003773434	0.00010685	0.018500274	0.001643628	0	0.000487998	0.003320357	0	0.000436585	0	0.003180649	2.90E-05	0.013566032	2.05E-05	0.006090399	0	0.000362933	0.000934651	0.006277357	0.001828393	0.000335517	0.013130019	0.009626552	0.000412799	0	0.000404896	0.00193027	0	0.000661203	0.00105712	0.000649616	0.000623665	0.000256385	0.000158732	0	0.001022015	0.001473395	1.04E-05	0.000239426	0.0003203	5.35E-06	0	0.000500643	0.000270688	0.000865219	5.66E-06	6.45E-05	2.83E-05	7.61E-05	8.10E-05	0.000430579	0	2.29E-06	0	0	4.20E-05	0.000167266	3.16E-05	1.61E-05	0.005619251	0.034510688	0.021180664	0.006963151	0.004942948	0.022971324	0.000597629	0.000354092	0.001716481	0.001618026	0.000172816	0.003958736	0.000374484	0.001358768	0.000257122	7.06E-05	0.001521875	2.10E-05	0.006153917	0.000591302	0.000178983	1.24E-06	0.001018205	0.000413151	0.000270435	0.00012688	0.000922057	0.000184718	0.00467711	0.000325734	9.89E-05	0.001285902	0.000390198	0.00348712	0.000871362	0.109447386	0.003861915	0.000556762	0.021011509	2.18E-05	0.000411298	0.00389302	0.001495407	0.004170788	0.677001238	0.003837798	0.000199894	0.18664375	0.003023057	0.003954537	4.31E-05	0.052873987	0.00026014	0.00144261	3.19E-05	0.000521306	0.659804775	0.037409403	0.088119187	7.74E-05	0.003037541	0.000643185	2.12E-07	1.94E-05	0.132657986	0.029608643	0.036479945
51	8	0.000308012	0.168434372	0.156064435	0.1246699	0.008923596	0.006947152	3.33E-05	0.041984987	0.014057512	0	0	0.012115471	0.189764647	0.010344156	0	0.053111623	0.016527112	0.000503449	0.002217673	0	0	0	0.010125234	0.002473122	0.000472451	0	0.000144444	0	0.000619715	0.035031428	0.018735833	0	0.005226502	0	0.001924203	0.000971848	0	0	0	0.000509843	0	0	0.001724186	0.006957495	0	0.003765399	0.000124182	0.02482068	0.001560556	0	0.000522245	0.003406418	0	0.000492142	0	0.00334618	2.56E-05	0.026215513	2.00E-05	0.007000475	0	0.0001737	0.000981566	0.006016365	0.001750756	0.000202238	0	0	0.000461183	0	0.000431445	0.001747047	0	0.000626444	0.001090643	0.000763551	0.00072698	0.000222505	0.000176596	0	0.001130242	0.001128291	5.16E-06	0.0002571	0.000368566	6.19E-06	0	0.000532702	0.000182604	0.000925838	6.31E-06	7.40E-05	7.45E-06	2.86E-05	9.35E-05	0.000462823	0	2.61E-06	0	0	4.78E-05	0.000175468	2.85E-05	1.52E-05	0.005271699	0.036433413	0.016651396	0.007471745	0.005488006	0.025284907	0.000572291	0.000399229	0.001781286	0.001307278	0.000169844	0.003956418	0.000399962	0.001223928	0.000204184	6.79E-05	0.001422422	2.22E-05	0.005971198	0.000615717	0.000173535	1.35E-06	0.000990627	0.000422062	0.000277858	0.000120376	0.000850616	0.000168509	0.004737619	0.000322311	9.93E-05	0.001218826	0.000372889	0.002525919	0.000836365	0.116125157	0.003333348	0.000488114	0.019812249	2.72E-05	0.000370258	0.004113738	0.001523079	0.004228171	0.575957945	0.004534241	0.000187451	0.179808897	0.002864769	0.005248913	4.45E-05	0.040868946	0.00017315	0.00145689	3.12E-05	0.000385202	0.576500033	0.032748376	0.127550859	7.88E-05	0.002864425	0.000575483	1.55E-07	1.79E-05	0.107293816	0.026281971	0.034751967
