SubjectID$ID	Week sample obtained$clinical	s__Prevotella_copri$taxa	s__Faecalibacterium_prausnitzii$taxa	s__Bacteroides_uniformis$taxa	s__Bacteroides_stercoris$taxa	s__Escherichia_coli$taxa	s__Roseburia_intestinalis$taxa	s__Bacteroides_vulgatus$taxa	s__Bacteroides_fragilis$taxa	s__Eubacterium_rectale$taxa	s__Akkermansia_muciniphila$taxa	s__Klebsiella_pneumoniae$taxa	s__Subdoligranulum_unclassified$taxa	s__Bacteroides_ovatus$taxa	s__Bacteroides_dorei$taxa	s__Bacteroides_eggerthii$taxa	s__Bacteroides_caccae$taxa	s__Haemophilus_parainfluenzae$taxa	s__Eubacterium_siraeum$taxa	s__Dialister_invisus$taxa	s__Bacteroides_cellulosilyticus$taxa	s__Bacteroides_massiliensis$taxa	s__Alistipes_putredinis$taxa	s__Parabacteroides_distasonis$taxa	s__Escherichia_unclassified$taxa	s__C2likevirus_unclassified$taxa	s__Alistipes_onderdonkii$taxa	s__Bacteroides_thetaiotaomicron$taxa	s__Parabacteroides_unclassified$taxa	s__Ruminococcus_gnavus$taxa	s__Parabacteroides_merdae$taxa	s__Veillonella_unclassified$taxa	s__Sutterella_wadsworthensis$taxa	s__Veillonella_parvula$taxa	s__Bacteroides_faecis$taxa	s__Clostridium_hathewayi$taxa	s__Peptostreptococcaceae_noname_unclassified$taxa	s__Bifidobacterium_adolescentis$taxa	s__Barnesiella_intestinihominis$taxa	s__Ruminococcus_bromii$taxa	s__Oscillibacter_unclassified$taxa	s__Clostridium_clostridioforme$taxa	s__Eubacterium_eligens$taxa	s__Roseburia_inulinivorans$taxa	s__Streptococcus_parasanguinis$taxa	s__Bacteroides_finegoldii$taxa	s__Ruminococcus_torques$taxa	s__Bacteroides_xylanisolvens$taxa	s__Bifidobacterium_longum$taxa	s__Veillonella_dispar$taxa	s__Alistipes_finegoldii$taxa	s__Clostridium_bolteae$taxa	s__Alistipes_shahii$taxa	s__Odoribacter_splanchnicus$taxa	s__Clostridium_leptum$taxa	s__Roseburia_hominis$taxa	s__Clostridium_symbiosum$taxa	s__Lachnospiraceae_bacterium_1_1_57FAA$taxa	s__Roseburia_unclassified$taxa	s__Clostridium_citroniae$taxa	s__Eubacterium_ventriosum$taxa	s__Pseudomonas_unclassified$taxa	s__Ruminococcus_lactaris$taxa	s__Bilophila_unclassified$taxa	s__Dorea_longicatena$taxa	s__Veillonella_atypica$taxa	s__Flavonifractor_plautii$taxa	s__Collinsella_aerofaciens$taxa	s__Streptococcus_salivarius$taxa	s__Eubacterium_hallii$taxa	s__Ruminococcus_callidus$taxa	s__Lachnospiraceae_bacterium_3_1_46FAA$taxa	s__Burkholderiales_bacterium_1_1_47$taxa	s__Coprobacillus_unclassified$taxa	s__Parasutterella_excrementihominis$taxa	s__Ruminococcus_obeum$taxa	s__Propionibacterium_acnes$taxa	s__Streptococcus_thermophilus$taxa	s__Coprococcus_comes$taxa	s__Eubacterium_ramulus$taxa	s__Mitsuokella_unclassified$taxa	s__Lachnospiraceae_bacterium_8_1_57FAA$taxa	s__Ruminococcaceae_bacterium_D16$taxa	s__Lachnospiraceae_bacterium_3_1_57FAA_CT1$taxa	s__Lachnospiraceae_bacterium_2_1_58FAA$taxa	s__Dorea_formicigenerans$taxa	s__Bilophila_wadsworthia$taxa	s__Coprococcus_catus$taxa	s__Anaerostipes_hadrus$taxa	s__Lachnospiraceae_bacterium_7_1_58FAA$taxa	s__Lachnospiraceae_bacterium_5_1_63FAA$taxa	s__Clostridiales_bacterium_1_7_47FAA$taxa	s__Clostridium_asparagiforme$taxa	s__Clostridium_bartlettii$taxa	s__Holdemania_filiformis$taxa	s__Anaerotruncus_colihominis$taxa	s__Clostridiaceae_bacterium_JC118$taxa	s__Erysipelotrichaceae_bacterium_6_1_45$taxa	s__Holdemania_unclassified$taxa	s__Dorea_unclassified$taxa	s__Anaerotruncus_unclassified$taxa	s__Eggerthella_unclassified$taxa
46	20	0	0.012126564	0.185241645	0.234026363	0	0.006617692	0.003535281	0.077507167	0	0.136672347	0.006224158	0.01271161	0.104409476	2.49E-06	0	0	0.003469448	0	0.034703816	0	1.95E-05	0	0.019267547	0.002645911	0.001265191	0.003032945	9.56E-06	0.022571697	0.001100391	0.001693719	0.000339695	0	0.008727719	0	0.001462719	0.00019722	0	0	0	0.005036757	0.005257478	0	0.005657629	0.001201719	0	0.008107951	0	0	2.34E-05	0.001116702	0.00103013	0	0	0	0.001592193	0.003059987	0.001648829	0.000477226	0	0	0	0	0	0	6.49E-05	0.008319026	0	0.0006014	0	0	0	0	0.000345007	0	0.000320435	0.000176367	0.000174157	0	0	0	0.000507239	0	0.006696303	0	0	0	0	0	0	0	0.000205476	0	0	0	0.00050615	0	0	0	0	0.000286151	0.000270488
46	22	0	0.012545412	0.181741893	0.195519036	0.011091195	0.006340814	0.043228983	0.099151084	0	0.133710933	0.00791715	0.011648031	0.094733445	2.50E-06	0	0	0.003994277	0	0.047327197	0	1.51E-05	0	0.019429694	0.002723933	0.001460341	0.003197803	4.61E-06	0.016479662	0.000409599	0.001785783	0.00035289	0	0.010642422	0	0.001353269	0.000181255	0	0	0	0.005021014	0.004536492	0	0.004320452	0.001357395	0	0.008294185	0	0	1.66E-05	0.001177401	0.000690693	0	0	0	0.001519996	0.002213622	0.001671313	0.000400409	0	0	0	0	0	0	0	0.00565296	0	0.000616407	0	0	0	0	0.000420912	0	0.000334618	0.000213995	0.000210541	0	0	0	0.000584397	0	0.005772066	0	0	0	0	0	0	0	0.000195118	0	0	0	0.000424661	0	0	0	0	0.000298142	0.0003424
46	24	2.20E-06	0.011580886	0.144985495	0.138349988	0.07616413	0.005501219	0.137642164	0.093546649	0	0.108523971	0.00902219	0.009607253	0.071906939	2.24E-06	0	0	0.004128921	0	0.056218086	0	8.14E-06	0	0.0167711	0.002521494	0.001513245	0.003006461	4.71E-07	0.007425895	0.00098654	0.00167893	0.000331758	0	0.010946168	0	0.001136041	0.000149168	0	0	0	0.004492012	0.003564842	0	0.002393074	0.001392351	0	0.011941138	0	0	9.93E-06	0.001106951	0.000223819	0	0	0	0.001306929	0.001372587	0.001544402	0.000305641	0	0	0	0	0	0	0	0.001982215	0	0.000577361	0	0	0	0	0.000505735	0	0.000312073	0.000236731	0.000229321	0	0	0	0.000604379	0	0.004475575	0	0	0	0	0	0	0	0.000162551	0	2.37E-05	0	0.000318435	0	0	0	0	0.00027779	0.000387915
46	26	8.53E-06	0.010106878	0.09739897	0.085633768	0.154177504	0.004558887	0.244293631	0.071404676	0	0.076110944	0.009823207	0.007490548	0.046895217	1.89E-06	0	0	0.004085723	0	0.062092028	0	8.91E-07	0	0.012602406	0.002224662	0.001501029	0.002675286	0	0	0.003115166	0.001493988	0.00029945	0	0.009765443	0	0.000911675	0.000115158	0	0	0	0.003809847	0.002690349	0	0.000454312	0.001377968	0	0.015859694	0	0.004768051	4.99E-06	0.000985015	0	0	0	0	0.001065958	0.00072824	0.001377464	0.000223877	0	0	0	0	0	0	0	0	0	0.000523604	0	0	0	0	0.000605628	0	0.000275659	0.000254679	0.000239754	0	0	0	0.000598231	0	0.003266519	0	0	0	0	0	0	0	0.000124248	0	0.000161359	0	0.000222167	0	0	0	0	0.00024542	0.000420146
46	28	1.51E-05	0.008589932	0.052098945	0.04371953	0.242167634	0.003705848	0.322523809	0.044079768	0	0.044885496	0.010609164	0.005624523	0.024780744	1.54E-06	0	0	0.004015957	0	0.066122654	0	0	0	0.007468427	0.001931272	0.001479062	0.002325698	0	0	0.007066389	0.001298764	0.00026841	0	0.007119303	0	0.000717018	8.45E-05	0	0	0	0.003147002	0.002003333	0	0	0.00136264	0	0.017266747	0	0.011232053	1.70E-06	0.0008563	0	0	0	0	0.000844172	0.000282238	0.001224402	0.000161737	0	0	0	0	0	0	0	0	0	0.000475207	0	0	0	0	0.000729351	0	0.000237873	0.000276772	0.000249617	0	0	0	0.000588115	0	0.002269593	0	0	0	0	0	0	0	8.75E-05	0	0.000317023	0	0.000144058	0	0	0	0	0.000212068	0.000452071
46	30	2.27E-05	0.007316322	0.015807545	0.013545234	0.351312812	0.003033052	0.344799897	0.018773605	0	0.018912596	0.011828824	0.004105797	0.007634218	1.23E-06	0	0	0.004077911	0	0.070314788	0	0	0	0.001185384	0.001706017	0.001505828	0.002038754	0	0	0.013761788	0.001138523	0.000247905	0	0.002642855	0	0.000565707	5.85E-05	0	0	0	0.002596252	0.001513688	0	0	0.001398709	0	0.013678238	0	0.019958266	0	0.00075065	0	0	0	0	0.000661643	0	0.001123433	0.000118609	0	0	0	0	0	0	0	0	0	0.000447718	0	0	0	0	0.000907699	0	0.000206814	0.000316454	0.000269198	0	0	0	0.00059723	0	0.001487098	0	0	0	0	0	0	1.10E-05	5.49E-05	0	0.000509297	0	8.26E-05	0	0	0	0	0.000184908	0.000503248
46	32	3.23E-05	0.006136224	0	0	0.493211315	0.00244909	0.272592933	0	0	0	0.013636394	0.002731346	0	9.29E-07	0	0	0.004280497	0	0.074134519	0	0	0	0	0.001523174	0.001585155	0.001781229	0	0.000445496	0.014918293	0.00099471	0.000235699	0	0	0	0.000436194	3.38E-05	0	0	0	0.002088759	0.001143496	0	0	0.001490389	0	0.001161329	0	0.031413635	0	0.000655832	0	0	0	0	0.000494277	0	0.001060372	8.71E-05	0	0	0	0	0	0	0	0	0	0.000437425	0	0	0	0	0.001163911	0	0.00017883	0.000381647	0.000301051	0	0	0	0.00062689	0	0.000802243	0	0	0	0	0	0	2.61E-05	2.32E-05	0	0.000765365	0	2.86E-05	0	0	0	0	0.000160718	0.000580841
46	34	3.78E-05	0.004076347	0	0	0.561187626	0.001561638	0.14447109	0	0	0	0.013588022	0.001103198	0	4.97E-07	0	0	0.003878404	0	0.064922237	0	0	0	0.037094163	0.001135017	0.001440842	0.0012654	0	0.05118236	0	0.00070665	0.00019247	0	0	0	0.000258851	5.78E-06	0	0	0	0.001296477	0.00070297	0	0	0.001376288	0	0	0	0.03325413	0	0.000465908	0	0	0	0	0.000266053	0	0.000855544	5.23E-05	0	0	0	0	0	0	0	0	0	0.000369684	0	0	0	0	0.001284705	0	0.000125124	0.000406419	0.000291768	0	0	0	0.000567946	0	0.000100211	0	0	0	0	0	0	4.01E-05	0	0	0.000942672	0	0	0	0	0	0	0.00011353	0.000581491
46	36	3.95E-05	0.00205476	0	0	0.544443163	0.000740821	0.059838853	0	0	0	0.012427012	0	0	1.07E-07	0	0	0.003215539	0	0.050393577	0	0	0	0.103271208	0.000734175	0.00119899	0.000734831	0	0.121478565	0	0.000410359	0.000143202	0	0	0	0.000103215	0	0	0	0	0.000553202	0.000353793	0	0	0.001167843	0	0	0	0.026078071	0	0.000270558	0	0	0	0	6.56E-05	0	0.000621209	2.60E-05	0	0	0	0	0	0	0	0	0	0.000286428	0	0	0	0	0.001297869	0	7.06E-05	0.00040658	0.000260146	0	0	0	0.000470788	0	0	0	0	0	0	0	0	5.09E-05	0	0	0.001034043	0	0	0	0	0	0	6.54E-05	0.000536691
46	38	4.14E-05	0.000506384	0	0	0.491713144	0.000135339	0.02532595	0	0	0	0.011651564	0	0	0	0	0	0.002717991	0	0.038832893	0	0	0	0.162167585	0.000442014	0.001017958	0.000326363	0	0.179595851	0	0.000182255	0.000108616	0	0	0	0	0	0	0	0	0	0.000139822	0	0	0.001015302	0	0	0	0.017938997	0	0.000120164	0	0	0	0	0	0	0.000447018	1.05E-05	0	0	0	0	0	0	1.84E-07	0	0	0.00022688	0	0	0	0	0.00134398	0	2.88E-05	0.000428046	0.000238321	0	0	1.64E-06	0.00039782	0	0	8.85E-08	0	0	0	0	0	6.30E-05	0	0	0.001144683	0	0	0	0	0	1.57E-06	2.85E-05	0.000510863
46	40	4.76E-05	0	0	0	0.415718951	0	0.033112569	0	0	0	0.012124305	0	0	0	0	0	0.002524671	0	0.032354262	0	0	0	0.204463105	0.000241601	0.00095088	0	0	0.217662314	0	0	9.17E-05	0	0	0	0	0	0	0	0	0	1.26E-05	0	0	0.000976404	0	0	0	0.012443988	0	0	0	0	0	0	0	0	0.00033552	1.39E-06	0	0	0	0	0	0	2.53E-05	0	0	0.000198657	0	0	0	0	0.001550487	0	0	0.00051574	0.000242826	0	0	4.16E-06	0.000369351	0	0	2.24E-07	0	0	0	0	0	8.50E-05	0	0	0.001399988	0	0	0	0	0	6.65E-06	0	0.00054423
46	42	4.97E-05	0	0.003592382	0.002393835	0.194828158	0	0.08356168	0	0	0	0.011507926	0	0.000472246	0	0	0	0.002100431	0	0.024516399	0	2.31E-06	0	0.161157966	5.97E-05	0.000797258	0	0	0.16295955	0.229668289	0	7.24E-05	0	0.002065125	0	0	0	0	0	0	0	0	0	0	0.000849705	0	0.048549461	0	0.009753662	9.62E-07	0	9.08E-06	0	0	0	0	0	0.000200919	0	0	0	0	0	0	0	4.81E-05	4.70E-05	0	0.000158028	0	0	0	0	0.001648054	0	0	0.000588929	0.000226192	0	0	6.14E-06	0.000307056	0	0	3.30E-07	0	0	0	0	0	0.000104875	0	0	0.001572686	0	0	0	0	0	1.09E-05	0	0.000535558
46	44	4.61E-05	0	0.001979151	0.001554901	0.013087275	0	0.211839061	0.002540141	0	0.002532281	0.00967837	0	0.00119768	0	0	0	0.001491653	0	0.017709676	0	1.93E-05	0	0.106438012	0	0.000573184	0	1.16E-06	0.103466654	0.33042422	0	5.51E-05	0	0.051715078	0	0	0	0	0	0	0	0	0	0.003350029	0.000643631	0	0.069372121	0	0.012206368	1.78E-06	0	0.001132291	0	0	0	0	6.01E-05	6.85E-05	0	0	0	0	0	0	0	6.08E-05	0.008724017	0	0.000111311	0	0	0	0	0.001584872	0	0	0.00062755	0.000187193	0	0	6.89E-06	0.000217772	0	0	3.71E-07	0	0	0	0	0	0.000117414	0	0	0.001600832	0	0	0	0	0	1.29E-05	0	0.000476743
47	1	0	0.35923081	0.014003374	0.00081514	0.000560815	0.012441176	1.03E-05	0.107145599	0.016953693	0.019635507	0.000307727	0.016850391	0.000938631	1.76E-06	0	1.17E-06	0.024790742	0	0.009363452	0	0.00053365	0	0.148167913	4.10E-05	0.002491183	3.54E-05	7.38E-06	0.070581585	0.000378844	0	0.012857189	0.023442755	0.006058693	0	0.000386658	0.000152176	0	0	0	0.003648853	4.30E-05	0.002523155	0.02822021	0	0	0.001311977	0.003596954	0.001836652	0.001541727	3.81E-06	0.001972914	7.52E-06	0	0	0.001755962	0.00234665	0	5.39E-06	3.96E-05	2.78E-05	8.45E-05	0.000919872	2.47E-06	0.000133503	0	0.000745556	0.000274899	0	0	0.001861697	3.30E-05	0.000109907	0	0.000215039	0.000157971	0	0	0	0	4.50E-06	0.001003455	0	1.02E-07	0.0002604	0	0	0	7.46E-05	0.000237996	0.000211988	6.69E-05	0	0	0	1.49E-07	0	0	0	7.81E-05	5.52E-05	5.46E-06
47	3	0	0.53843741	0.007107024	0.00151868	0.005901948	0.023246134	5.64E-05	0.047301838	0.025107091	0.048022885	0.000346767	0.005980834	0.000977592	6.15E-07	0	1.72E-06	0.013541294	0	0.007923138	0	0.000838494	0	0.074854422	0.000336747	0.006027802	5.56E-05	5.01E-06	0.026525449	0.000658266	0.00021584	0.006617125	0.033929627	0.005333549	0	0.000350602	0.000128637	0	0	0	0.002794504	4.36E-05	0.005244948	0.025368208	0.00039879	0	0.001736838	0.004190348	0.005331047	0.001386615	5.99E-06	0.002759859	1.18E-05	0	0.000184873	0.001414461	0.002014603	0	5.46E-06	3.80E-05	1.27E-05	8.26E-05	0.000923533	3.89E-06	0.000115573	0	0.000827024	0.000411483	0.000509884	0	0.00218054	4.27E-05	0.00011285	0	0.000219665	7.31E-05	9.62E-05	0.00036177	0	0	3.26E-07	0.00043941	0	3.57E-08	0.000262847	0	0	0	0.000142153	0.000247072	0.000229103	7.76E-05	0	0	0	2.36E-06	0	0	0	5.97E-05	5.58E-05	1.91E-05
47	5	0	0.381867371	0	0.0021229	0.008752092	0.04732871	9.59E-05	0.151571627	0.019816678	0.028318637	0.000398737	0	0.001039516	0	0	2.26E-06	0.007381872	0	0.006464919	0	0.001105263	0	0.101161121	0.000583236	0	7.33E-05	3.58E-06	0.063093901	0.000902984	0.000646957	0.002828764	0.024998821	0.004974447	0	0.000335893	0.000114999	0	0	0.046476585	0.00221993	4.54E-05	0.007232373	0.01407843	0.001157718	0	0.002152253	0.0047897	0.003648482	0.001321982	7.90E-06	0.003497693	1.56E-05	0	0.001355992	0.001210467	0.00181732	0.00023454	5.69E-06	3.79E-05	1.43E-06	8.22E-05	0.000956078	5.13E-06	0.000105085	0.000132611	0.000943057	0.000532725	0.001884271	0	0.002501264	5.21E-05	0.000118674	4.86E-07	0.000230135	1.47E-05	0.001213847	0.000722154	0	0	0	6.49E-05	1.18E-07	0	0.00027326	0	0	0	0.000206331	0.000271732	0.000256344	8.95E-05	0	5.15E-05	0	5.09E-06	0	0	0	4.74E-05	5.74E-05	3.06E-05
47	7	0	0.178411149	0.032860412	0.002802319	0.010064144	0.037314414	0.00013893	0.157748485	0.017363194	0.003969	0.0004832	0.091186223	0.001162606	0	4.47E-07	2.96E-06	0.004676367	0	0.005066776	0	0.001415231	0	0.180940512	0.000844659	0	9.38E-05	2.86E-06	0.121908988	0.001184548	0.000821123	0.000626085	0.013137501	0.005028402	0	0.000347653	0.000111276	0	0	0.04047167	0.00186497	4.99E-05	0.009152251	0.003748582	0.001920774	0	0.002694112	0.005634726	0	0.001366364	1.01E-05	0.004419473	1.99E-05	0	0.002549815	0.001131416	0.001759784	0.00054042	6.26E-06	4.03E-05	0	8.54E-05	0.001047688	6.57E-06	0.000102517	0.000423788	0.001138556	0.000676261	0.003264134	0	0.002950529	6.43E-05	0.000131501	2.26E-06	0.00025427	0	0.002306132	0.001093431	0	0	0	0	2.68E-07	0	0.000300486	0	0	0	0.000284742	0.000323193	0.000305083	0.000107114	0	0.000122736	0	9.04E-06	0	2.39E-06	0	3.98E-05	6.21E-05	4.33E-05
47	9	0	0.108975398	0.114948915	0.003127022	0.008317872	0.0028086	0.000164743	0.026936246	0.013373927	0	0.000523566	0.237938789	0.001158277	0	8.31E-07	3.35E-06	0.00395525	0	0.002982866	0	0.001549182	0	0.210099168	0.000995153	0.005797794	0.000102694	2.32E-06	0.1294182	0.001320795	0.000675279	0	0.013469655	0.004647438	0	0.00032778	9.84E-05	0	0	0.015287097	0.001393196	4.90E-05	0.009658152	0.004781738	0.002412721	0	0.002941821	0.005827554	0	0.001291175	1.11E-05	0.004836311	2.18E-05	0	0.003410564	0.000980615	0.001540783	0.000772539	6.15E-06	3.85E-05	0	7.82E-05	0.001027153	7.19E-06	9.04E-05	0.000691818	0.001232924	0.00073701	0.004185959	0	0.003058565	6.92E-05	0.000129933	3.65E-06	0.000250656	0	0.003053199	0.001314685	0	0	0	0	3.41E-07	0	0.000295486	0	0	0	0.000334178	0.000350096	0.000326703	0.000113397	0	0.000178458	0	1.30E-05	0	5.19E-06	0	2.99E-05	5.97E-05	5.05E-05
47	11	0	0.265733851	0.096743114	0.003336231	0.004265734	0.019318152	0.000184371	0.037296032	0.016495646	0	0.000561713	0.161179953	0.001136628	0	1.15E-06	3.69E-06	0.005134647	0	0.001077984	0	0.00163033	0	0.130657421	0.001102751	0.020394283	0.000108075	2.25E-06	0.073207698	0.001412788	0.000371887	0	0.032820061	0.00433347	0	0.000310489	8.78E-05	0	0	0.007432885	0.001018998	4.75E-05	0.00966283	0.024178702	0.002776678	0	0.003129757	0.005885304	0	0.001230464	1.17E-05	0.005131011	2.30E-05	0	0.00410902	0.000875823	0.001343465	0.000962965	5.96E-06	3.64E-05	0	6.93E-05	0.000994963	7.57E-06	7.93E-05	0.000953274	0.001324963	0.000774057	0.004884824	0	0.003095531	7.25E-05	0.000126516	4.75E-06	0.000243592	0	0.00361381	0.001471846	0	0	0	0	3.60E-07	0	0.00028701	0	0	0	0.00037739	0.000380601	0.000347984	0.00011792	0	0.000225739	0	1.75E-05	0	7.59E-06	0	2.22E-05	5.64E-05	5.57E-05
47	13	0	0.459116214	0.041986367	0.003190108	0	0.052505627	0.000183959	0.04639134	0.129815631	0	0.000553873	0.037417573	0.001018264	0	1.31E-06	3.69E-06	0.006894453	0	0	0	0.001542259	0	0.038598506	0.001086585	0	0.000102237	2.40E-06	0.016859222	0.00135791	0	0.000796105	0.022611924	0.003775151	0	0.000273514	7.33E-05	0	0	0.010730777	0.000677145	4.20E-05	0.008621996	0.041296186	0.002806479	0	0.003025414	0.005393631	0.005266942	0.00109469	1.10E-05	0.004926019	2.17E-05	0	0.004323197	0.000751388	0.00107797	0.001034973	5.27E-06	3.16E-05	0	5.47E-05	0.000881867	7.16E-06	6.39E-05	0.001120804	0.001310937	0.000731965	0.00499268	4.66E-05	0.002843021	6.89E-05	0.000112472	5.20E-06	0.000216184	0	0.003716479	0.001457116	0	0	0	0	3.10E-07	0	0.00025505	0	0	0	0.000384746	0.00038414	0.00034183	0.000111959	0	0.000246269	0	2.09E-05	0	8.94E-06	0	1.54E-05	4.86E-05	5.49E-05
47	15	0	0.455359559	0.013869021	0.003347062	0	0.056757276	0.000201168	0.014611941	0.198822082	0.002497485	0.000611627	0	0.001013085	0	1.57E-06	4.10E-06	0.009803062	0	0	0	0.00160344	0	0.001075032	0.001170532	0.080623535	0.000106292	3.19E-06	0	0.001435636	0	0.002486285	0	0.003738065	0	0.00027249	6.97E-05	0	0	0.013469353	0.00050419	4.13E-05	0.008438992	0.041393229	0.003080488	0	0.003246953	0.005465676	0.016014669	0.001105657	1.15E-05	0.005230149	2.26E-05	0	0.004933692	0.000756497	0.000965736	0.001198999	5.18E-06	3.05E-05	0	4.60E-05	0.000869539	7.44E-06	5.75E-05	0.001414865	0.001454631	0.000761708	0.005535225	0.000158585	0.002887543	7.26E-05	0.000111008	6.06E-06	0.00021304	0	0.004126397	0.001571114	0	0	0	0	2.63E-07	0	0.000252143	0	0	0	0.000434061	0.000437559	0.000377063	0.000118345	0	0.000289942	0	2.75E-05	0	1.10E-05	0	1.24E-05	4.64E-05	5.93E-05
47	17	0	0.078397197	0.002767086	0.003458764	0.050202842	0.010272212	0.000217023	0.000284008	0.037844148	0.004485122	0.000677582	0	0.001000735	0	1.82E-06	4.53E-06	0.012691611	0	0	0	0.001643195	0	0	0.001240725	0.594401862	0.000108925	4.42E-06	0	0.001498952	0	0.004771053	0	0.003764452	0	0.000274635	6.76E-05	0	0	0.007830735	0.000391643	4.03E-05	0.00819671	0.01486835	0.003314069	0	0.003471991	0.005481038	0.032212415	0.001134015	1.17E-05	0.005510022	2.32E-05	0	0.005525141	0.000800092	0.000861444	0.001358203	5.06E-06	2.93E-05	0	3.59E-05	0.000852387	7.63E-06	5.14E-05	0.001744438	0.001621214	0.000782269	0.006012405	0.000303769	0.002902967	7.60E-05	0.000108703	6.84E-06	0.000208306	0	0.004473378	0.001661556	0	0	0	0.000135559	1.83E-07	0	0.000247854	0	0	0	0.000487223	0.000503025	0.000418191	0.000124799	0	0.0003344	0	3.56E-05	0	1.31E-05	0	1.10E-05	4.41E-05	6.31E-05
47	19	0	0	0	0.002936597	0.186783011	0	0.000193146	0.001676641	0	0.002945035	0.000628073	0.002611178	0.000816457	0	1.72E-06	4.16E-06	0.012367621	0	0	0	0.001383767	0	0	0.001081727	0.335583479	9.17E-05	5.12E-06	0	0.001290074	0	0.006280491	0.105619753	0.003212965	0	0.000233299	5.59E-05	0	0	0.001130295	0.000285888	3.25E-05	0.006668951	0	0.002925935	0	0.003088933	0.004527879	0.043764227	0.000983874	9.89E-06	0.004807144	1.95E-05	0	0.00509242	0.000738009	0.000634639	0.001263423	4.07E-06	2.32E-05	0	1.99E-05	0.000690831	6.42E-06	3.79E-05	0.001766731	0.001513423	0.00066104	0.005359712	0.000406936	0.002405178	6.60E-05	8.78E-05	6.31E-06	0.000168008	1.62E-05	0.003968068	0.001440788	0	0	8.40E-07	0.000409132	5.74E-08	0	0.0002015	0	0	0	0.000454917	0.000486179	0.000388795	0.000109504	0	0.000317464	0	3.82E-05	0	1.27E-05	0	9.46E-06	3.47E-05	5.53E-05
47	21	0	0.200839968	0	0.002896451	0.198489283	0.023955796	0.00020104	0.007841215	0.000580153	7.85E-05	0.000689639	0.00823792	0.000776171	0	1.89E-06	4.52E-06	0.013139692	0	0.000714758	0	0.001353166	0	0.000437763	0.001099156	0	8.97E-05	6.91E-06	0.000648017	0.001295338	0	0.008785268	0.164724393	0.003288131	0	0.000236306	5.58E-05	0	0	0	0.000300818	3.04E-05	0.006458683	0	0.003007043	0	0.00324021	0.004349165	0.046199736	0.001021265	9.67E-06	0.004917388	1.91E-05	0	0.0054874	0.000834409	0.000542734	0.001371922	3.81E-06	2.15E-05	0	8.11E-06	0.000652923	6.28E-06	3.23E-05	0.002091348	0.001675205	0.000649674	0.005563572	0.000589969	0.002318496	6.72E-05	8.25E-05	6.75E-06	0.000157558	6.31E-05	0.004086095	0.001450811	0	0	3.74E-06	0.000797289	0	0	0.000191143	0	0	0	0.000501072	0.000558819	0.000428887	0.000113166	0	0.000352859	0	4.81E-05	0	1.43E-05	0	1.13E-05	3.22E-05	5.65E-05
47	23	0	0.652495526	0	0.002408567	0.013434195	0.083013628	0.000178216	0	0	0	0.000652878	0.00990244	0.000622668	1.96E-08	1.76E-06	4.21E-06	0.011298977	0	0.001257053	0	0.001114351	0	0.001204184	0.000947145	0	7.39E-05	7.89E-06	0.00146662	0.001102982	0.000312227	0.009873018	0.070717879	0.002934915	0	0.000207605	4.88E-05	0	0	0	0.000331257	2.39E-05	0.005412972	0.000762883	0.002619762	0	0.002919267	0.003518597	0.024106963	0.000922309	7.96E-06	0.004290799	1.57E-05	0	0.005042129	0.000834617	0.000387897	0.001268862	3.00E-06	1.67E-05	0	0	0.000521054	5.17E-06	2.28E-05	0.002112705	0.001600219	0.000538834	0.004898394	0.00069786	0.001884283	5.86E-05	6.52E-05	6.12E-06	0.000124251	0.00010769	0.003556155	0.001233184	0	0	6.36E-06	0.001110763	0	1.14E-09	0.000153246	0	0	0	0.000474495	0.000555629	0.000408517	0.000100215	0	0.000335254	0	5.20E-05	0	1.37E-05	0	1.31E-05	2.58E-05	4.91E-05
47	25	0	0.610878063	0.000943341	0.00205708	0	0.087268731	0.000164722	0	0.013030801	0	0.000652507	0.009887434	0.00051225	5.54E-07	1.71E-06	4.13E-06	0.009699241	0	0.000378141	0	0.000940502	0	0.0013455	0.000846431	0.013524994	6.23E-05	9.32E-06	0.001585725	0.000972926	0.001371864	0.011099245	0.021956603	0.002795936	0	0.000193634	4.59E-05	0	0	0	0.000430304	1.92E-05	0.004801084	0.007998965	0.002367938	0	0.002768391	0.002913772	0.006965644	0.000886673	6.72E-06	0.00390697	1.33E-05	0	0.004843757	0.000897238	0.000278526	0.001225738	2.40E-06	1.32E-05	0	0	0.000426574	4.36E-06	1.60E-05	0.002234943	0.001615238	0.000459422	0.004477641	0.000839372	0.001570008	5.35E-05	5.26E-05	5.76E-06	9.99E-05	0.000159691	0.003198762	0.00108012	0	0	9.28E-06	0.001485529	0	3.21E-08	0.000126247	0	0	0	0.000473515	0.000584933	0.000411365	9.31E-05	0	0.00033415	0	5.89E-05	0	1.37E-05	0	1.68E-05	2.22E-05	4.42E-05
